| Time            |   T° | Well   |   Data | Row   |   Column | Read    |   Ex |   Em |   Seconds | Experiment        | Label              | DNA Template                |   [DNA Template] (ng/uL) | Blank   |   DataBlank |   DataBlanked |
| 0 days 04:00:00 | 37   | B7     |   4544 | B     |        7 | 490,520 |  490 |  520 |     14400 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         257 |          4287 |
| 0 days 04:05:00 | 37   | B7     |   4516 | B     |        7 | 490,520 |  490 |  520 |     14700 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         248 |          4268 |
| 0 days 04:10:00 | 37.1 | B7     |   4493 | B     |        7 | 490,520 |  490 |  520 |     15000 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         245 |          4248 |
| 0 days 04:15:00 | 37   | B7     |   4480 | B     |        7 | 490,520 |  490 |  520 |     15300 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         234 |          4246 |
| 0 days 04:20:00 | 37   | B7     |   4478 | B     |        7 | 490,520 |  490 |  520 |     15600 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         235 |          4243 |
| 0 days 04:25:00 | 37.1 | B7     |   4428 | B     |        7 | 490,520 |  490 |  520 |     15900 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         263 |          4165 |
| 0 days 04:30:00 | 37   | B7     |   4488 | B     |        7 | 490,520 |  490 |  520 |     16200 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         268 |          4220 |
| 0 days 04:35:00 | 37   | B7     |   4493 | B     |        7 | 490,520 |  490 |  520 |     16500 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         239 |          4254 |
| 0 days 04:40:00 | 37   | B7     |   4482 | B     |        7 | 490,520 |  490 |  520 |     16800 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         234 |          4248 |
| 0 days 04:45:00 | 37.1 | B7     |   4373 | B     |        7 | 490,520 |  490 |  520 |     17100 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         266 |          4107 |
| 0 days 04:50:00 | 37   | B7     |   4405 | B     |        7 | 490,520 |  490 |  520 |     17400 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         251 |          4154 |
| 0 days 04:55:00 | 37   | B7     |   4401 | B     |        7 | 490,520 |  490 |  520 |     17700 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         243 |          4158 |
| 0 days 05:00:00 | 37.1 | B7     |   4377 | B     |        7 | 490,520 |  490 |  520 |     18000 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         260 |          4117 |
| 0 days 05:05:00 | 37   | B7     |   4331 | B     |        7 | 490,520 |  490 |  520 |     18300 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         241 |          4090 |
| 0 days 05:10:00 | 37   | B7     |   4302 | B     |        7 | 490,520 |  490 |  520 |     18600 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         241 |          4061 |
| 0 days 05:15:00 | 37.1 | B7     |   4297 | B     |        7 | 490,520 |  490 |  520 |     18900 | DNA Concentration | GFP-1              | pT7-deGFP (AR-11)           |                      1   | nan     |         253 |          4044 |
